agent_type,episode,cumulative_reward,demand_mean,demand_std,timestamp,disruption_start,disruption_duration
ewa_pd70_pf10,2001,6.03012901424252,3.8,1.8439088914585775,2025-07-30T05:59:40.289269,53,1
ewa_pd70_pf10,2002,4.374311098783102,3.73,1.7137969541342988,2025-07-30T05:59:41.295077,65,1
ewa_pd70_pf10,2003,7.939279860623052,3.91,1.7383612973142264,2025-07-30T05:59:42.315711,66,1
ewa_pd70_pf10,2004,6.797289006995722,3.6,1.849324200890693,2025-07-30T05:59:43.305970,26,3
ewa_pd70_pf10,2005,5.922516491988427,4.01,1.646177390198274,2025-07-30T05:59:44.301245,70,3
ewa_pd70_pf10,2006,8.268654519243018,3.87,1.6103105290595352,2025-07-30T05:59:45.298156,65,1
ewa_pd70_pf10,2007,6.2913166661828495,4.01,1.8894178997776008,2025-07-30T05:59:46.298499,51,1
ewa_pd70_pf10,2008,6.927015933246019,4.02,1.8546158631910816,2025-07-30T05:59:47.308555,24,3
ewa_pd70_pf10,2009,7.228998278741895,3.83,1.760994037468611,2025-07-30T05:59:48.324443,68,3
ewa_pd70_pf10,2010,6.266419806024113,3.84,1.781684596105607,2025-07-30T05:59:49.322662,73,2
ewa_pd70_pf10,2011,7.7801853681186035,3.83,1.8113806888669208,2025-07-30T05:59:50.335592,66,1
ewa_pd70_pf10,2012,6.043892451872198,3.94,1.8805318396666406,2025-07-30T05:59:51.348151,15,2
ewa_pd70_pf10,2013,6.659263676300655,3.79,2.026302050534421,2025-07-30T05:59:52.363956,60,3
ewa_pd70_pf10,2014,6.539927702798427,4.03,1.711461363864227,2025-07-30T05:59:53.382512,65,1
ewa_pd70_pf10,2015,7.824503388623971,3.93,1.704435390385919,2025-07-30T05:59:54.486761,12,2
ewa_pd70_pf10,2016,6.806282751532707,3.88,1.8399999999999999,2025-07-30T05:59:55.496019,41,2
ewa_pd70_pf10,2017,7.668732175912075,4.19,1.8149104661112072,2025-07-30T05:59:56.488343,51,3
ewa_pd70_pf10,2018,7.064072145568683,4.18,1.790977386791916,2025-07-30T05:59:57.466726,49,2
ewa_pd70_pf10,2019,7.99480532975799,4.11,1.7600852252092793,2025-07-30T05:59:58.483484,13,3
ewa_pd70_pf10,2020,6.8934633938398004,3.87,1.7700564962734944,2025-07-30T05:59:59.477980,70,3
ewa_pd70_pf10,2021,6.573649682161967,4.02,1.8383688422076785,2025-07-30T06:00:00.466001,15,3
ewa_pd70_pf10,2022,7.256285721421754,4.03,1.6398475538903,2025-07-30T06:00:01.452848,19,1
ewa_pd70_pf10,2023,8.700079736409547,4.12,1.710438540258024,2025-07-30T06:00:02.448701,20,1
