agent_type,episode,cumulative_reward,demand_mean,demand_std,timestamp,disruption_start,disruption_duration
srdqn,1,-108.46912314774825,4.16,1.695405556201819,2025-07-30T00:17:48.867027,61,2
srdqn,2,-111.4780575115087,4.0,1.8275666882497066,2025-07-30T00:17:48.874031,24,2
srdqn,3,-109.78106396663388,4.01,1.8947031429751733,2025-07-30T00:17:48.881022,34,2
srdqn,4,-105.45611836920727,4.17,1.777948255714997,2025-07-30T00:17:48.886999,41,3
srdqn,5,-104.55443217675044,3.97,1.920702996301094,2025-07-30T00:17:48.894981,37,3
srdqn,6,-101.35586779277003,4.18,1.74,2025-07-30T00:17:48.900965,66,3
srdqn,7,-93.4193090424756,3.89,1.810497169288038,2025-07-30T00:17:48.908915,10,1
srdqn,8,-109.71578902096161,4.15,1.699264546796643,2025-07-30T00:17:48.914927,34,2
srdqn,9,-113.3802891441707,3.92,1.8637596411554787,2025-07-30T00:17:48.920911,59,3
srdqn,10,-111.00654609124874,4.11,1.7826665420094696,2025-07-30T00:17:49.400600,61,2
srdqn,11,-110.10638617035578,3.87,1.8146900561803938,2025-07-30T00:17:49.815490,52,2
srdqn,12,-108.97872979196056,3.79,1.7452506983238827,2025-07-30T00:17:50.231378,66,1
srdqn,13,-108.01089084849824,3.49,1.9722829411623475,2025-07-30T00:17:50.668210,11,3
srdqn,14,-111.38816532342082,4.01,1.7860291151042302,2025-07-30T00:17:51.120002,50,3
srdqn,15,-100.483262659223,4.29,1.6449620056402519,2025-07-30T00:17:51.523922,10,1
srdqn,16,-103.3844647117762,4.15,1.8131464364468746,2025-07-30T00:17:51.938037,58,2
srdqn,17,-100.15860394657987,4.19,1.8258970398135814,2025-07-30T00:17:52.351538,70,1
srdqn,18,-110.68235257711828,3.77,1.7768230075052498,2025-07-30T00:17:52.758306,45,2
srdqn,19,-106.81909352656994,4.32,1.984338680769994,2025-07-30T00:17:53.171376,26,2
srdqn,20,-107.33270161933693,3.87,1.9730940170199696,2025-07-30T00:17:53.580305,23,1
srdqn,21,-108.56739567438954,3.89,1.859542954599328,2025-07-30T00:17:53.994388,35,1
srdqn,22,-109.02874122632203,4.21,2.0114422686221944,2025-07-30T00:17:54.398400,20,1
srdqn,23,-107.63826667908472,3.85,1.745709025009609,2025-07-30T00:17:54.808951,49,2
srdqn,24,-106.14827303451334,3.97,1.8409508412774092,2025-07-30T00:17:55.231102,67,3
srdqn,25,-100.5463658953921,4.39,1.7770481141488543,2025-07-30T00:17:55.632029,26,1
srdqn,26,-113.27297945672115,3.9,1.841195263952197,2025-07-30T00:17:56.045922,36,3
srdqn,27,-112.9292697577199,4.03,1.977144405449435,2025-07-30T00:17:56.504814,51,2
srdqn,28,-104.58597369964556,4.09,1.7034964044576084,2025-07-30T00:17:56.956180,63,3
srdqn,29,-109.9386342996076,4.1,1.7691806012954132,2025-07-30T00:17:57.399993,10,3
srdqn,30,-110.36786365121527,3.86,1.8167003054989561,2025-07-30T00:17:57.849790,61,2
srdqn,31,-107.71448956208896,3.83,1.789161814928991,2025-07-30T00:17:58.295598,59,2
srdqn,32,-108.52365328779157,3.9,1.6093476939431082,2025-07-30T00:17:58.742403,56,3
srdqn,33,-109.85266417789657,4.06,1.7878478682483026,2025-07-30T00:17:59.182226,74,1
srdqn,34,-107.1076567745948,4.1,1.977371993328519,2025-07-30T00:17:59.620056,71,3
srdqn,35,-108.28662892060963,4.07,1.6447188209539036,2025-07-30T00:18:00.075279,32,3
srdqn,36,-114.02515208849054,4.1,1.8411952639521971,2025-07-30T00:18:00.524249,67,2
srdqn,37,-98.02124544341925,3.88,1.866976164818394,2025-07-30T00:18:00.983585,77,2
srdqn,38,-106.44541676346684,4.21,1.9405926929677952,2025-07-30T00:18:01.460899,76,2
srdqn,39,-111.30288770319343,4.15,1.9968725547715858,2025-07-30T00:18:01.915879,39,1
srdqn,40,-108.8885295948944,4.19,1.803856978809573,2025-07-30T00:18:02.351734,71,1
srdqn,41,-103.90155676832929,4.01,1.9261100695443136,2025-07-30T00:18:02.800512,13,3
srdqn,42,-97.25128796392468,4.1,1.8303005217723127,2025-07-30T00:18:03.246484,26,3
srdqn,43,-109.05437546819441,4.05,1.7051392904979934,2025-07-30T00:18:03.704259,28,2
srdqn,44,-107.00231504363752,4.12,1.8126224096595513,2025-07-30T00:18:04.161039,12,2
srdqn,45,-110.02450278615714,4.01,1.6940779202858407,2025-07-30T00:18:04.611833,34,3
srdqn,46,-112.98654852738233,3.68,1.7937669859822931,2025-07-30T00:18:05.060137,52,3
srdqn,47,-110.91004726907661,3.69,1.671496335622666,2025-07-30T00:18:05.509934,15,1
srdqn,48,-106.38415136623718,4.18,1.8728587773775152,2025-07-30T00:18:05.964719,53,3
srdqn,49,-115.73907025896465,3.71,1.8936472744415735,2025-07-30T00:18:06.419502,69,2
srdqn,50,-106.8213078760962,3.84,1.7130090484291087,2025-07-30T00:18:06.877278,31,2
srdqn,51,-101.78739965230822,3.97,1.8245821439441963,2025-07-30T00:18:07.326078,19,1
srdqn,52,-109.57313424190724,3.96,1.72580416038437,2025-07-30T00:18:07.782856,49,1
srdqn,53,-102.30223361029621,3.81,1.7927353401994393,2025-07-30T00:18:08.243624,77,2
srdqn,54,-107.22382855758913,4.26,1.9058856209122312,2025-07-30T00:18:08.712391,72,2
srdqn,55,-108.15198746361122,3.99,1.9672061406980204,2025-07-30T00:18:09.179122,26,2
srdqn,56,-106.29517516342177,4.0,1.833030277982336,2025-07-30T00:18:09.636898,73,2
srdqn,57,-108.58291981802907,4.46,1.7170905625505022,2025-07-30T00:18:10.101672,58,3
srdqn,58,-111.29102703704172,3.87,1.895547414337083,2025-07-30T00:18:10.566833,67,3
srdqn,59,-106.36152787023958,3.92,1.9425756098540925,2025-07-30T00:18:11.040567,22,1
srdqn,60,-102.48831502935252,3.63,1.847457712641889,2025-07-30T00:18:11.580123,13,3
srdqn,61,-97.94290794010718,3.89,1.8049653736290898,2025-07-30T00:18:12.048870,50,3
srdqn,62,-106.51323696177786,4.13,1.7813197354770423,2025-07-30T00:18:12.578454,25,2
srdqn,63,-110.19925691956774,4.26,1.7811232411037705,2025-07-30T00:18:13.043211,60,3
srdqn,64,-106.67872968957951,3.91,1.913609155496493,2025-07-30T00:18:13.591744,48,3
srdqn,65,-109.39419969788577,4.38,1.8043281298034457,2025-07-30T00:18:14.068469,35,1
srdqn,66,-112.02015809164047,3.78,2.0128586636920143,2025-07-30T00:18:14.549698,21,1
srdqn,67,-111.00367705359291,4.17,2.005268061881005,2025-07-30T00:18:15.099228,34,2
srdqn,68,-106.02052230891665,3.86,1.8056577748842666,2025-07-30T00:18:15.620834,68,3
srdqn,69,-114.14695016342078,4.14,1.7493998971075766,2025-07-30T00:18:16.085590,54,2
srdqn,70,-106.64826244544274,4.11,1.8541574906139984,2025-07-30T00:18:16.575282,74,3
srdqn,71,-104.75929274495707,4.08,1.8093092604637826,2025-07-30T00:18:17.047020,21,3
srdqn,72,-108.38954602631551,4.05,1.8020821290940099,2025-07-30T00:18:17.528563,59,1
srdqn,73,-113.45508518834886,3.79,1.8563135511006756,2025-07-30T00:18:18.013266,32,2
srdqn,74,-107.18697885414842,4.05,1.7109938632268673,2025-07-30T00:18:18.499964,13,2
srdqn,75,-107.83747741074009,4.15,2.089856454400637,2025-07-30T00:18:18.978932,75,1
srdqn,76,-108.91382763979445,3.74,1.8472682533947256,2025-07-30T00:18:19.458628,71,3
srdqn,77,-113.52400831775367,4.27,1.8807179480187877,2025-07-30T00:18:19.927374,52,3
srdqn,78,-103.17255152754308,4.29,2.045947213395302,2025-07-30T00:18:20.408849,17,1
srdqn,79,-102.71315034704347,3.95,1.7909494688572316,2025-07-30T00:18:20.892183,12,2
srdqn,80,-103.19617782086362,4.02,1.6910351859142376,2025-07-30T00:18:21.401756,74,2
srdqn,81,-100.01761414944315,4.18,1.663610531344401,2025-07-30T00:18:21.908139,64,1
srdqn,82,-108.14424151362012,3.93,1.7902793078176376,2025-07-30T00:18:22.420393,24,1
srdqn,83,-112.47062967967167,4.08,1.8421726303471126,2025-07-30T00:18:22.940347,20,1
srdqn,84,-109.42100595596303,4.02,1.7145261736118234,2025-07-30T00:18:23.446345,13,3
srdqn,85,-108.44295445111058,4.1,1.9672315572906003,2025-07-30T00:18:23.949438,60,1
srdqn,86,-112.24659755560725,4.25,1.8459414941974732,2025-07-30T00:18:24.440127,14,1
