agent_type,episode,cumulative_reward,demand_mean,demand_std,timestamp,disruption_start,disruption_duration
ewa_pd80_pf5,5001,5.1591884240499635,4.01,1.8894178997776008,2025-07-30T05:22:06.413642,56,1
ewa_pd80_pf5,5002,5.923721389535748,4.2,1.849324200890693,2025-07-30T05:22:07.433040,29,1
ewa_pd80_pf5,5003,7.731774175432079,4.02,1.8329211657897346,2025-07-30T05:22:08.424384,55,3
ewa_pd80_pf5,5004,6.5375072929725455,4.24,1.8499729727755483,2025-07-30T05:22:09.414074,46,2
ewa_pd80_pf5,5005,7.557132997179037,3.98,1.8813824704190267,2025-07-30T05:22:10.421866,33,2
ewa_pd80_pf5,5006,6.631522839817558,3.72,1.7325126262166168,2025-07-30T05:22:11.421154,11,1
ewa_pd80_pf5,5007,7.447914382275764,4.05,1.710993863226867,2025-07-30T05:22:12.431925,70,1
ewa_pd80_pf5,5008,7.101358544712172,4.11,1.9743100060527474,2025-07-30T05:22:13.441532,14,1
ewa_pd80_pf5,5009,7.707655173006567,4.06,1.8265815065307105,2025-07-30T05:22:14.438978,17,1
ewa_pd80_pf5,5010,5.773124772332412,3.8,1.8439088914585775,2025-07-30T05:22:15.444946,47,1
ewa_pd80_pf5,5011,5.848073706539174,4.0,1.8384776310850235,2025-07-30T05:22:16.453495,10,3
ewa_pd80_pf5,5012,6.702802528022075,4.14,1.8869022232219665,2025-07-30T05:22:17.464181,20,3
ewa_pd80_pf5,5013,7.5458334134636775,3.9,1.7804493814764855,2025-07-30T05:22:18.459402,59,1
ewa_pd80_pf5,5014,4.877251534443774,3.73,1.788043623628909,2025-07-30T05:22:19.460494,62,1
ewa_pd80_pf5,5015,6.246383799394998,4.27,1.8267731112538306,2025-07-30T05:22:20.587564,40,1
ewa_pd80_pf5,5016,6.871899438669892,3.98,1.9594897294959215,2025-07-30T05:22:21.599060,14,3
ewa_pd80_pf5,5017,7.583772693110751,3.91,1.6376507564190848,2025-07-30T05:22:22.592907,36,3
ewa_pd80_pf5,5018,7.904489356421386,4.14,1.7833676009168722,2025-07-30T05:22:23.572289,74,3
ewa_pd80_pf5,5019,7.8524936865944825,4.29,1.768021493082027,2025-07-30T05:22:24.584343,18,2
ewa_pd80_pf5,5020,7.061840659472989,3.93,1.8775249665450524,2025-07-30T05:22:25.591154,75,2
