agent_type,episode,cumulative_reward,demand_mean,demand_std,timestamp,disruption_start,disruption_duration
ewa_pd90_pf1,8001,7.16918563400172,3.97,1.7632640188014954,2025-07-30T03:44:10.660051,61,2
ewa_pd90_pf1,8002,7.361910375429287,4.19,1.8745399435594858,2025-07-30T03:44:11.669459,75,1
ewa_pd90_pf1,8003,7.965810557597305,3.96,1.8969449122207003,2025-07-30T03:44:12.685362,19,2
ewa_pd90_pf1,8004,7.276564743759503,4.33,1.6065802189744527,2025-07-30T03:44:13.672955,48,2
ewa_pd90_pf1,8005,7.70447429363669,4.0,1.772004514666935,2025-07-30T03:44:14.683102,18,3
ewa_pd90_pf1,8006,4.6964584527813376,3.63,1.8036352181081405,2025-07-30T03:44:15.697004,69,1
ewa_pd90_pf1,8007,6.686182044435583,3.87,1.7925122035846788,2025-07-30T03:44:16.709475,43,3
ewa_pd90_pf1,8008,7.989267559162384,3.96,1.7939899665271264,2025-07-30T03:44:17.711628,17,2
ewa_pd90_pf1,8009,7.6383888864158385,4.16,1.85321342537766,2025-07-30T03:44:18.706364,24,1
ewa_pd90_pf1,8010,7.350905267408087,4.36,1.7234848418248419,2025-07-30T03:44:19.707065,61,3
ewa_pd90_pf1,8011,6.857704933134143,4.19,1.798304757264463,2025-07-30T03:44:20.715663,16,1
ewa_pd90_pf1,8012,7.689152317925068,4.37,1.968019308848366,2025-07-30T03:44:21.703813,75,1
ewa_pd90_pf1,8013,7.215170148348788,3.95,1.8993419913222578,2025-07-30T03:44:22.708428,42,3
ewa_pd90_pf1,8014,6.331094635728249,4.17,1.7265862272125305,2025-07-30T03:44:23.697850,45,2
ewa_pd90_pf1,8015,7.966787435885948,3.83,1.7265862272125307,2025-07-30T03:44:24.808630,74,2
ewa_pd90_pf1,8016,8.227923353568578,3.95,1.7342145196024623,2025-07-30T03:44:25.836916,56,2
ewa_pd90_pf1,8017,8.2657665430396,4.26,1.6590358645912393,2025-07-30T03:44:26.830317,73,3
ewa_pd90_pf1,8018,7.6256234104471385,3.92,1.8258148865643526,2025-07-30T03:44:27.834631,18,1
ewa_pd90_pf1,8019,7.941103392963018,3.98,1.766238941932829,2025-07-30T03:44:28.833105,19,2
ewa_pd90_pf1,8020,8.227840354220977,3.85,1.7571283390805579,2025-07-30T03:44:29.846100,78,2
ewa_pd90_pf1,8021,7.550840898623232,4.18,1.8835073665903195,2025-07-30T03:44:30.845529,34,1
ewa_pd90_pf1,8022,7.326564933125759,4.47,2.0221523186941184,2025-07-30T03:44:31.843219,12,2
ewa_pd90_pf1,8023,6.792800352652862,3.84,1.7928747864811976,2025-07-30T03:44:32.857149,20,2
ewa_pd90_pf1,8024,7.742463390756715,3.97,1.8355108280802925,2025-07-30T03:44:33.869172,41,3
ewa_pd90_pf1,8025,7.442393892217606,3.92,1.8093092604637826,2025-07-30T03:44:34.863185,40,3
ewa_pd90_pf1,8026,7.579854047377266,4.13,1.7415797426474622,2025-07-30T03:44:35.865224,53,3
ewa_pd90_pf1,8027,6.546025190174291,4.06,1.7482562741200158,2025-07-30T03:44:36.867043,26,2
ewa_pd90_pf1,8028,6.1040807779537865,4.04,1.8434749794884662,2025-07-30T03:44:37.866202,47,3
ewa_pd90_pf1,8029,6.610227903114322,4.15,1.9410048943781673,2025-07-30T03:44:38.880026,45,3
ewa_pd90_pf1,8030,6.616511608445493,4.19,1.65345093667759,2025-07-30T03:44:39.881166,47,1
ewa_pd90_pf1,8031,7.585398458882289,4.22,1.9317349714699479,2025-07-30T03:44:40.883578,34,2
ewa_pd90_pf1,8032,7.6763243638209975,4.45,1.8781639970992947,2025-07-30T03:44:41.887404,38,3
ewa_pd90_pf1,8033,7.485566382279684,4.34,1.8396738841436,2025-07-30T03:44:42.893274,15,1
ewa_pd90_pf1,8034,7.116581590345783,4.1,1.9157244060668017,2025-07-30T03:44:43.900487,67,2
ewa_pd90_pf1,8035,7.168956040505825,4.13,1.836600119786558,2025-07-30T03:44:44.907962,54,1
ewa_pd90_pf1,8036,8.015521338465732,3.96,1.8488915598271303,2025-07-30T03:44:45.899126,68,3
ewa_pd90_pf1,8037,6.82445638208727,3.72,1.749742838247952,2025-07-30T03:44:46.887665,33,3
ewa_pd90_pf1,8038,8.664374900307067,3.91,1.761221167258672,2025-07-30T03:44:47.886726,66,3
