agent_type,episode,cumulative_reward,demand_mean,demand_std,timestamp,disruption_start,disruption_duration
ewa_pd80_pf5,4001,5.4049817485313,4.17,1.9029188106695463,2025-07-30T05:04:39.058381,64,1
ewa_pd80_pf5,4002,6.1621048341274305,3.92,1.8258148865643529,2025-07-30T05:04:40.059945,39,3
ewa_pd80_pf5,4003,6.603439947583521,3.88,1.9711925324533877,2025-07-30T05:04:41.064493,71,2
ewa_pd80_pf5,4004,7.625624140847918,4.04,1.8434749794884662,2025-07-30T05:04:42.046728,58,3
ewa_pd80_pf5,4005,7.405306378893576,4.03,1.8300546439929055,2025-07-30T05:04:43.054112,35,2
ewa_pd80_pf5,4006,6.919084297712814,3.88,1.716275036233995,2025-07-30T05:04:44.051977,18,2
ewa_pd80_pf5,4007,7.245006635062204,3.77,1.9741073932286461,2025-07-30T05:04:45.063048,15,3
ewa_pd80_pf5,4008,7.557380705360632,4.05,1.7168284713389395,2025-07-30T05:04:46.060890,43,3
ewa_pd80_pf5,4009,6.514229711676716,4.24,1.789525076661403,2025-07-30T05:04:47.072135,35,2
ewa_pd80_pf5,4010,7.244060460117168,3.67,1.5751507864328418,2025-07-30T05:04:48.083222,39,2
ewa_pd80_pf5,4011,6.790016713917456,3.9,1.8788294228055937,2025-07-30T05:04:49.093365,60,2
ewa_pd80_pf5,4012,6.939651682055981,4.07,1.806958770974036,2025-07-30T05:04:50.074512,20,2
ewa_pd80_pf5,4013,6.722765419700158,4.09,1.8226080214900846,2025-07-30T05:04:51.070496,59,1
ewa_pd80_pf5,4014,6.142195021291897,4.28,2.088444397153058,2025-07-30T05:04:52.073100,13,1
ewa_pd80_pf5,4015,7.244029036025407,4.29,1.722178852500518,2025-07-30T05:04:53.186809,36,1
ewa_pd80_pf5,4016,7.292646503501645,3.75,1.856744462762714,2025-07-30T05:04:54.228997,49,3
ewa_pd80_pf5,4017,6.991988443820518,4.07,1.9300518127760196,2025-07-30T05:04:55.221343,67,1
ewa_pd80_pf5,4018,7.288523776341522,4.17,1.6556267695347286,2025-07-30T05:04:56.219152,44,2
ewa_pd80_pf5,4019,6.646257189673642,4.07,1.8069587709740365,2025-07-30T05:04:57.219487,70,3
ewa_pd80_pf5,4020,7.961685824696944,4.18,1.8675117134840147,2025-07-30T05:04:58.223277,54,3
ewa_pd80_pf5,4021,7.025838684720863,4.25,1.8781639970992947,2025-07-30T05:04:59.221822,43,2
