agent_type,episode,cumulative_reward,demand_mean,demand_std,timestamp,disruption_start,disruption_duration
ewa_pd70_pf10,5001,6.2063040867384105,4.01,1.8894178997776008,2025-07-30T06:52:06.970189,56,1
ewa_pd70_pf10,5002,6.6325912233478235,4.2,1.849324200890693,2025-07-30T06:52:07.980700,29,1
ewa_pd70_pf10,5003,7.632931020445847,4.02,1.8329211657897346,2025-07-30T06:52:08.996401,55,3
ewa_pd70_pf10,5004,8.328571172708568,4.24,1.8499729727755483,2025-07-30T06:52:10.010707,46,2
ewa_pd70_pf10,5005,6.978949304293699,3.98,1.8813824704190267,2025-07-30T06:52:11.028563,33,2
ewa_pd70_pf10,5006,7.751445374246537,3.72,1.7325126262166168,2025-07-30T06:52:12.044864,11,1
ewa_pd70_pf10,5007,7.32953055887327,4.05,1.710993863226867,2025-07-30T06:52:13.060238,70,1
ewa_pd70_pf10,5008,8.46436123224398,4.11,1.9743100060527474,2025-07-30T06:52:14.066740,14,1
ewa_pd70_pf10,5009,6.925368750890054,4.06,1.8265815065307105,2025-07-30T06:52:15.083375,17,1
ewa_pd70_pf10,5010,6.073860664396543,3.8,1.8439088914585775,2025-07-30T06:52:16.088068,47,1
ewa_pd70_pf10,5011,8.149851665657431,4.0,1.8384776310850235,2025-07-30T06:52:17.090131,10,3
ewa_pd70_pf10,5012,8.110462520889296,4.14,1.8869022232219665,2025-07-30T06:52:18.098703,20,3
ewa_pd70_pf10,5013,7.942675091646756,3.9,1.7804493814764855,2025-07-30T06:52:19.101170,59,1
ewa_pd70_pf10,5014,7.516805026421473,3.73,1.788043623628909,2025-07-30T06:52:20.102776,62,1
ewa_pd70_pf10,5015,7.846168879344003,4.27,1.8267731112538306,2025-07-30T06:52:21.222853,40,1
ewa_pd70_pf10,5016,7.284350395683301,3.98,1.9594897294959215,2025-07-30T06:52:22.247672,14,3
ewa_pd70_pf10,5017,6.483537183259978,3.91,1.6376507564190848,2025-07-30T06:52:23.245808,36,3
ewa_pd70_pf10,5018,7.551513021750198,4.14,1.7833676009168722,2025-07-30T06:52:24.218208,74,3
ewa_pd70_pf10,5019,8.431386812932207,4.29,1.768021493082027,2025-07-30T06:52:25.231797,18,2
ewa_pd70_pf10,5020,2.4930340749346227,3.93,1.8775249665450524,2025-07-30T06:52:26.245794,75,2
ewa_pd70_pf10,5021,5.665789207900204,3.87,1.4467549896233296,2025-07-30T06:52:27.261029,33,2
ewa_pd70_pf10,5022,6.804341151208991,4.07,1.9659857578324413,2025-07-30T06:52:28.273019,42,1
ewa_pd70_pf10,5023,6.3820888130873445,3.85,1.7514279888136994,2025-07-30T06:52:29.287473,63,2
ewa_pd70_pf10,5024,4.378129685580744,3.62,1.815378748360793,2025-07-30T06:52:30.310459,31,1
ewa_pd70_pf10,5025,5.974135566824135,4.3,1.9313207915827966,2025-07-30T06:52:31.330142,24,3
ewa_pd70_pf10,5026,7.16938280787571,4.33,1.8976564494133283,2025-07-30T06:52:32.344774,76,3
ewa_pd70_pf10,5027,7.556128325196929,4.38,1.8749933333214814,2025-07-30T06:52:33.355097,39,3
ewa_pd70_pf10,5028,6.678151917567234,3.91,1.6376507564190848,2025-07-30T06:52:34.363463,20,2
ewa_pd70_pf10,5029,6.70800238272826,4.36,1.7917589123540032,2025-07-30T06:52:35.378888,73,2
ewa_pd70_pf10,5030,6.360285932483535,4.05,1.840516231930596,2025-07-30T06:52:36.375262,48,3
ewa_pd70_pf10,5031,8.442058697116757,4.08,1.9983993594874876,2025-07-30T06:52:37.387264,37,3
ewa_pd70_pf10,5032,7.895636447936456,4.44,1.75681530047982,2025-07-30T06:52:38.400926,29,3
ewa_pd70_pf10,5033,6.630504848143444,4.47,1.977144405449435,2025-07-30T06:52:39.421664,41,3
ewa_pd70_pf10,5034,7.328568550295035,4.06,1.9535608513685976,2025-07-30T06:52:40.436530,55,2
ewa_pd70_pf10,5035,6.881774092668537,4.14,1.8655830187906408,2025-07-30T06:52:41.455212,20,2
ewa_pd70_pf10,5036,5.920887777519852,4.14,1.8815950680207472,2025-07-30T06:52:42.464326,42,3
ewa_pd70_pf10,5037,7.562935239314966,4.03,1.7801966183542761,2025-07-30T06:52:43.479328,45,2
ewa_pd70_pf10,5038,6.9325722814209385,4.11,1.9436820727680748,2025-07-30T06:52:44.493984,28,3
ewa_pd70_pf10,5039,7.57928067604791,3.71,1.7105262348178119,2025-07-30T06:52:45.507473,47,1
ewa_pd70_pf10,5040,6.145784273727516,4.02,1.7831432920547916,2025-07-30T06:52:46.529624,42,1
ewa_pd70_pf10,5041,8.107655525455197,4.33,1.7666635220097797,2025-07-30T06:52:47.527971,36,1
ewa_pd70_pf10,5042,8.056646400105388,4.43,1.8398641254179613,2025-07-30T06:52:48.540740,27,3
ewa_pd70_pf10,5043,6.941237570511202,4.03,2.0221523186941184,2025-07-30T06:52:49.543109,67,3
ewa_pd70_pf10,5044,7.965008635064747,4.0,2.0591260281974,2025-07-30T06:52:50.558096,51,2
ewa_pd70_pf10,5045,8.879696168671535,3.85,2.0414455662593602,2025-07-30T06:52:51.565334,77,2
ewa_pd70_pf10,5046,7.982902538112924,4.03,2.027091512487781,2025-07-30T06:52:52.570816,27,3
ewa_pd70_pf10,5047,7.766111493088058,4.05,1.9254869513969706,2025-07-30T06:52:53.571413,33,3
ewa_pd70_pf10,5048,6.873143616844654,3.81,1.7244999275152202,2025-07-30T06:52:54.595043,16,3
ewa_pd70_pf10,5049,6.700798896550267,3.66,1.8879618640216225,2025-07-30T06:52:55.610634,63,1
ewa_pd70_pf10,5050,7.507056545498994,3.99,1.711695066301238,2025-07-30T06:52:56.629308,26,3
ewa_pd70_pf10,5051,7.896718914835744,4.27,1.7880436236289092,2025-07-30T06:52:57.646659,56,1
ewa_pd70_pf10,5052,7.141919752733508,3.73,1.9331580380300004,2025-07-30T06:52:58.653080,52,3
ewa_pd70_pf10,5053,6.799993148295357,3.84,1.701293625450939,2025-07-30T06:52:59.665026,55,3
ewa_pd70_pf10,5054,7.579817883846544,3.92,1.7926516672237247,2025-07-30T06:53:00.681963,53,2
ewa_pd70_pf10,5055,7.72964656707545,4.37,1.9629314812290315,2025-07-30T06:53:01.694919,20,3
ewa_pd70_pf10,5056,7.895070855682414,4.27,1.8539417466576453,2025-07-30T06:53:02.718446,26,1
