agent_type,episode,cumulative_reward,demand_mean,demand_std,timestamp,disruption_start,disruption_duration
ewa_pd70_pf10,4001,5.521523679999408,4.17,1.9029188106695463,2025-07-30T06:34:33.419516,64,1
ewa_pd70_pf10,4002,5.940194908569302,3.92,1.8258148865643529,2025-07-30T06:34:34.429285,39,3
ewa_pd70_pf10,4003,6.421889536206914,3.88,1.9711925324533877,2025-07-30T06:34:35.430245,71,2
ewa_pd70_pf10,4004,7.823191347618442,4.04,1.8434749794884662,2025-07-30T06:34:36.426418,58,3
ewa_pd70_pf10,4005,6.653786190351804,4.03,1.8300546439929055,2025-07-30T06:34:37.433315,35,2
ewa_pd70_pf10,4006,6.747863277276475,3.88,1.716275036233995,2025-07-30T06:34:38.439705,18,2
ewa_pd70_pf10,4007,8.289671857807557,3.77,1.9741073932286461,2025-07-30T06:34:39.436325,15,3
ewa_pd70_pf10,4008,6.780296887403474,4.05,1.7168284713389395,2025-07-30T06:34:40.453006,43,3
ewa_pd70_pf10,4009,6.872858870537283,4.24,1.789525076661403,2025-07-30T06:34:41.473114,35,2
ewa_pd70_pf10,4010,7.2863573281252325,3.67,1.5751507864328418,2025-07-30T06:34:42.484165,39,2
ewa_pd70_pf10,4011,8.068843854260532,3.9,1.8788294228055937,2025-07-30T06:34:43.494980,60,2
ewa_pd70_pf10,4012,7.755075953578677,4.07,1.806958770974036,2025-07-30T06:34:44.502700,20,2
ewa_pd70_pf10,4013,8.110133189503939,4.09,1.8226080214900846,2025-07-30T06:34:45.506859,59,1
ewa_pd70_pf10,4014,6.583717408350297,4.28,2.088444397153058,2025-07-30T06:34:46.522649,13,1
ewa_pd70_pf10,4015,6.724476843349343,4.29,1.722178852500518,2025-07-30T06:34:47.630498,36,1
ewa_pd70_pf10,4016,7.277933285117769,3.75,1.856744462762714,2025-07-30T06:34:48.653709,49,3
ewa_pd70_pf10,4017,7.233802244758093,4.07,1.9300518127760196,2025-07-30T06:34:49.651105,67,1
ewa_pd70_pf10,4018,7.477514008735946,4.17,1.6556267695347286,2025-07-30T06:34:50.627495,44,2
ewa_pd70_pf10,4019,8.008531025201233,4.07,1.8069587709740365,2025-07-30T06:34:51.634110,70,3
ewa_pd70_pf10,4020,9.082776700450962,4.18,1.8675117134840147,2025-07-30T06:34:52.639297,54,3
ewa_pd70_pf10,4021,5.857965584338196,4.25,1.8781639970992947,2025-07-30T06:34:53.633459,43,2
ewa_pd70_pf10,4022,7.132605614042509,4.45,1.8459414941974734,2025-07-30T06:34:54.630934,76,2
ewa_pd70_pf10,4023,7.123960673478102,3.81,1.8476742137076,2025-07-30T06:34:55.643407,57,2
ewa_pd70_pf10,4024,8.397170930000327,3.97,1.8517829246431665,2025-07-30T06:34:56.653628,29,3
ewa_pd70_pf10,4025,7.39004607879435,4.26,1.7528262891684392,2025-07-30T06:34:57.669534,59,2
ewa_pd70_pf10,4026,8.494981506740439,4.01,1.6822306619485925,2025-07-30T06:34:58.687500,11,3
ewa_pd70_pf10,4027,5.864613038951107,4.26,1.8254862365956093,2025-07-30T06:34:59.705843,20,3
ewa_pd70_pf10,4028,6.666734846510109,4.13,1.8743265457224896,2025-07-30T06:35:00.695932,75,2
ewa_pd70_pf10,4029,6.13631097737874,4.4,2.0736441353327724,2025-07-30T06:35:01.714853,36,1
ewa_pd70_pf10,4030,7.99188080377083,3.98,1.630828010551695,2025-07-30T06:35:02.720263,53,3
ewa_pd70_pf10,4031,7.882658845148559,4.01,1.9261100695443132,2025-07-30T06:35:03.734732,53,1
ewa_pd70_pf10,4032,7.94265200633672,3.96,1.9794948850653795,2025-07-30T06:35:04.749087,71,3
ewa_pd70_pf10,4033,7.582704191366467,4.2,1.8384776310850235,2025-07-30T06:35:05.750904,25,3
ewa_pd70_pf10,4034,6.821265735874542,4.15,1.570827807240501,2025-07-30T06:35:06.764411,47,1
ewa_pd70_pf10,4035,6.42590469079695,4.2,1.8439088914585775,2025-07-30T06:35:07.778149,26,2
ewa_pd70_pf10,4036,7.245540582294268,4.39,1.8756065685532242,2025-07-30T06:35:08.776182,75,1
ewa_pd70_pf10,4037,6.881645593870736,3.99,1.819313057172954,2025-07-30T06:35:09.788302,45,2
ewa_pd70_pf10,4038,6.984293360603177,4.01,1.9518965136502497,2025-07-30T06:35:10.787232,10,3
ewa_pd70_pf10,4039,8.33953867505243,3.97,1.8025260053602554,2025-07-30T06:35:11.796164,67,3
ewa_pd70_pf10,4040,7.178148027332848,4.03,1.7913961036018808,2025-07-30T06:35:12.803516,38,3
ewa_pd70_pf10,4041,7.686912067686137,4.51,1.835728738130991,2025-07-30T06:35:13.823081,68,3
ewa_pd70_pf10,4042,7.499690856554284,4.2,1.7606816861659007,2025-07-30T06:35:14.834123,20,2
ewa_pd70_pf10,4043,7.141330928961084,4.27,1.9791664912280622,2025-07-30T06:35:15.833841,12,3
ewa_pd70_pf10,4044,7.211976891966842,4.15,1.7514279888136994,2025-07-30T06:35:16.842508,29,3
ewa_pd70_pf10,4045,8.471571946236018,4.04,1.6487571076419956,2025-07-30T06:35:17.849756,36,2
ewa_pd70_pf10,4046,8.62750021721741,4.1,1.786057109949175,2025-07-30T06:35:18.849941,62,2
ewa_pd70_pf10,4047,7.966916101076989,4.08,1.7244129435839894,2025-07-30T06:35:19.860718,21,3
