agent_type,episode,cumulative_reward,demand_mean,demand_std,timestamp,disruption_start,disruption_duration
srdqn,3001,6.969374880025344,3.89,1.8215103623092566,2025-07-30T01:06:17.024333,43,1
srdqn,3002,7.360866500672726,3.81,1.92195213259852,2025-07-30T01:06:17.999787,51,1
srdqn,3003,7.517857013478633,4.22,1.7296242366479493,2025-07-30T01:06:18.974484,28,3
srdqn,3004,7.011183451662021,3.97,1.7689262279699514,2025-07-30T01:06:19.939106,21,1
srdqn,3005,6.660594991189188,4.11,1.875606568553224,2025-07-30T01:06:20.916631,34,3
srdqn,3006,6.338740434855377,3.73,1.7598579488129147,2025-07-30T01:06:21.896032,57,3
srdqn,3007,7.484466679914814,4.17,1.6676630355080728,2025-07-30T01:06:22.890382,22,3
srdqn,3008,6.691703987236164,4.03,1.664061296947922,2025-07-30T01:06:23.872281,76,3
srdqn,3009,5.472285905458575,3.93,1.8614779074702983,2025-07-30T01:06:24.856158,47,1
srdqn,3010,6.807658120568178,4.25,1.909842925478428,2025-07-30T01:06:25.940169,31,3
srdqn,3011,6.999837796553811,4.16,1.85321342537766,2025-07-30T01:06:26.939754,78,1
srdqn,3012,6.197225218535014,3.97,1.7689262279699511,2025-07-30T01:06:27.894002,32,3
srdqn,3013,7.241420390394595,4.21,1.8670565069113467,2025-07-30T01:06:28.838476,47,3
srdqn,3014,7.097748949415904,4.27,1.8376887658142769,2025-07-30T01:06:29.822254,19,3
srdqn,3015,5.645964675692784,3.85,1.7168284713389397,2025-07-30T01:06:30.809065,49,3
srdqn,3016,6.620524619255365,3.83,1.7149635564641015,2025-07-30T01:06:31.782952,25,2
srdqn,3017,5.973686745453112,4.08,1.6833300330000651,2025-07-30T01:06:32.753596,76,2
srdqn,3018,5.866872245992949,3.93,1.8289614539404597,2025-07-30T01:06:33.736526,67,1
srdqn,3019,6.544196203532744,4.03,1.8409508412774092,2025-07-30T01:06:34.708145,39,1
srdqn,3020,6.249026723594299,4.09,1.908376273170467,2025-07-30T01:06:35.681901,22,2
srdqn,3021,7.191372295948736,3.98,1.9696700231257012,2025-07-30T01:06:36.657095,57,2
srdqn,3022,6.518627367673943,4.36,1.8413038858374247,2025-07-30T01:06:37.617081,51,3
srdqn,3023,6.792947221816917,4.01,1.8411681074795967,2025-07-30T01:06:38.590268,56,1
srdqn,3024,6.150249504238841,4.11,1.9385303711832838,2025-07-30T01:06:39.562569,18,1
srdqn,3025,6.55985481224448,4.04,1.8542923178398816,2025-07-30T01:06:40.544248,22,1
srdqn,3026,6.074938825813914,3.82,1.7514565367145143,2025-07-30T01:06:41.521738,58,3
srdqn,3027,7.03461939977265,4.17,1.822388542545195,2025-07-30T01:06:42.504180,55,3
srdqn,3028,5.222115592702759,4.04,2.0045947221321323,2025-07-30T01:06:43.481616,25,1
srdqn,3029,6.84091885243949,3.74,1.7356266879718114,2025-07-30T01:06:44.467184,10,2
srdqn,3030,7.674888068059064,4.09,2.0547262591401316,2025-07-30T01:06:45.446368,41,1
srdqn,3031,7.190308221280272,4.29,1.8182134088164676,2025-07-30T01:06:46.424171,18,2
srdqn,3032,7.339415991361371,3.97,1.8190931806809676,2025-07-30T01:06:47.404574,53,1
srdqn,3033,6.053935162737662,4.26,1.7298554852934969,2025-07-30T01:06:48.386966,72,2
srdqn,3034,6.607828986586006,4.4,1.8547236990991407,2025-07-30T01:06:49.371586,11,1
srdqn,3035,7.688425369453238,3.87,1.5339817469578967,2025-07-30T01:06:50.337172,46,3
