agent_type,episode,cumulative_reward,demand_mean,demand_std,timestamp,disruption_start,disruption_duration
srdqn,4001,6.7831735872296095,3.84,1.8205493676360442,2025-07-30T08:26:02.419929,38,3
srdqn,4002,6.861312799881244,3.82,1.9203124745728233,2025-07-30T08:26:03.395873,42,7
srdqn,4003,5.470657709817347,4.32,1.9384529914341488,2025-07-30T08:26:04.370219,41,10
srdqn,4004,6.244479653114785,3.95,1.7741194999210173,2025-07-30T08:26:05.361235,63,5
srdqn,4005,6.8858948707970535,3.98,1.7998888854593218,2025-07-30T08:26:06.329236,41,4
srdqn,4006,6.53289888192457,3.98,1.9286264542414633,2025-07-30T08:26:07.316175,12,3
srdqn,4007,6.332195335169084,4.32,1.7656726763474593,2025-07-30T08:26:08.293408,15,10
srdqn,4008,7.501852453051855,4.04,1.7715529910222838,2025-07-30T08:26:09.261295,41,2
srdqn,4009,6.851620873236568,4.07,1.8987100884547907,2025-07-30T08:26:10.232197,40,8
srdqn,4010,6.9536989782925405,4.15,1.6209565077447328,2025-07-30T08:26:11.302563,12,7
srdqn,4011,7.617686712628898,3.87,1.7587211262732931,2025-07-30T08:26:12.300561,32,6
srdqn,4012,6.638551794824475,3.85,1.82414363469547,2025-07-30T08:26:13.282216,37,5
srdqn,4013,5.654807483804499,4.05,2.0018741219167606,2025-07-30T08:26:14.227568,66,1
srdqn,4014,3.197052999068413,4.24,1.7385051049680584,2025-07-30T08:26:15.277886,35,9
srdqn,4015,7.341443667675502,4.08,1.787064632295094,2025-07-30T08:26:16.255994,16,4
srdqn,4016,6.81739079527669,3.94,1.896417675513493,2025-07-30T08:26:17.239919,63,2
srdqn,4017,6.640971300413831,4.07,1.7392814608337546,2025-07-30T08:26:18.208050,48,10
srdqn,4018,6.3569301611717215,4.14,1.9494614640972003,2025-07-30T08:26:19.189573,17,6
srdqn,4019,7.093105413849298,3.8,1.7944358444926358,2025-07-30T08:26:20.160673,37,1
srdqn,4020,7.024897696133337,3.86,1.6063623501564024,2025-07-30T08:26:21.142628,34,6
srdqn,4021,6.202245748871215,4.28,1.6004999218994045,2025-07-30T08:26:22.124724,26,10
srdqn,4022,7.4966120320143395,4.07,1.9912558851137134,2025-07-30T08:26:23.092985,34,5
srdqn,4023,6.971753178473341,4.01,1.8082864817279367,2025-07-30T08:26:24.059805,26,10
srdqn,4024,7.106897439522162,3.91,1.817113094994365,2025-07-30T08:26:25.034907,38,5
srdqn,4025,7.825353285695721,4.17,1.9852203907878845,2025-07-30T08:26:26.010848,46,2
srdqn,4026,3.523607619972513,4.0,1.9183326093250879,2025-07-30T08:26:26.986223,52,10
srdqn,4027,6.983541667897629,3.76,1.9499743588057767,2025-07-30T08:26:27.964317,14,6
srdqn,4028,6.951608900478718,3.97,2.002273707563479,2025-07-30T08:26:28.932414,41,7
srdqn,4029,6.439072452238317,4.04,1.6548111674750083,2025-07-30T08:26:29.901711,69,7
srdqn,4030,7.290660872857869,3.99,1.8357287381309908,2025-07-30T08:26:30.880088,31,7
srdqn,4031,5.692237528602511,4.18,1.9255129186790723,2025-07-30T08:26:31.854825,22,6
srdqn,4032,4.98969210142456,3.75,1.69336942218761,2025-07-30T08:26:32.839211,54,6
srdqn,4033,6.653733580825615,4.22,1.8685823503394228,2025-07-30T08:26:33.814360,52,4
srdqn,4034,6.679639216316167,4.22,1.8307375562870831,2025-07-30T08:26:34.794821,74,6
srdqn,4035,6.56169774894426,4.09,1.9904522099261766,2025-07-30T08:26:35.766706,68,5
srdqn,4036,6.448881005314301,3.67,1.9081666593880102,2025-07-30T08:26:36.731757,30,8
srdqn,4037,5.576864698947292,3.88,1.644870815596167,2025-07-30T08:26:37.715213,63,2
srdqn,4038,6.067594693999797,3.96,2.0441134997841974,2025-07-30T08:26:38.674013,66,10
srdqn,4039,6.188045784640871,3.96,1.8271288952889997,2025-07-30T08:26:39.650374,38,7
srdqn,4040,6.341459137611971,4.01,1.7804212984571937,2025-07-30T08:26:40.626794,62,6
srdqn,4041,6.762406482965063,4.23,1.6053348560347152,2025-07-30T08:26:41.594244,30,1
srdqn,4042,7.564725982468081,4.43,1.8721912295489473,2025-07-30T08:26:42.569133,30,2
srdqn,4043,6.352275518876727,4.15,1.851350858157362,2025-07-30T08:26:43.537416,21,9
srdqn,4044,6.18897415802842,4.04,1.832593790232849,2025-07-30T08:26:44.505300,11,2
srdqn,4045,4.360315569174223,3.91,1.8335484722253732,2025-07-30T08:26:45.461751,45,1
srdqn,4046,5.860934793679892,4.2,1.794435844492636,2025-07-30T08:26:46.432558,15,4
srdqn,4047,6.004978663635808,4.05,1.9254869513969708,2025-07-30T08:26:47.406134,20,9
srdqn,4048,3.9668322541813104,4.25,1.935846068260594,2025-07-30T08:26:48.379022,65,5
srdqn,4049,4.236084100852118,4.09,1.8389942903663403,2025-07-30T08:26:49.349649,49,2
srdqn,4050,5.2291331146339095,3.87,1.8420369160253007,2025-07-30T08:26:50.331526,69,9
srdqn,4051,6.6986376733929065,4.11,1.7256592942988485,2025-07-30T08:26:51.301973,68,6
srdqn,4052,7.4245304208251355,4.11,1.7198546450209098,2025-07-30T08:26:52.274752,77,1
srdqn,4053,7.137921575564261,4.05,1.920286436967152,2025-07-30T08:26:53.244777,32,1
srdqn,4054,6.650907924500073,4.13,1.7184586116633709,2025-07-30T08:26:54.226105,57,1
srdqn,4055,5.781910848296624,3.86,1.7607952748687168,2025-07-30T08:26:55.200676,70,7
srdqn,4056,6.4596146231410465,4.09,1.8335484722253732,2025-07-30T08:26:56.172588,10,4
srdqn,4057,5.785328588508897,4.06,1.8964176755134932,2025-07-30T08:26:57.145962,49,9
srdqn,4058,6.103711121749093,4.22,1.9574473172987314,2025-07-30T08:26:58.117854,46,4
srdqn,4059,7.277650118272423,4.09,1.6976159754196471,2025-07-30T08:26:59.093315,46,9
srdqn,4060,6.724215761101882,3.86,1.7263835031649257,2025-07-30T08:27:00.166414,29,8
srdqn,4061,6.8078207014529974,3.91,1.778173219908567,2025-07-30T08:27:01.145823,33,8
srdqn,4062,6.768544311998463,3.91,1.7268178826963774,2025-07-30T08:27:02.111853,17,9
srdqn,4063,7.227075096539182,3.91,1.697615975419647,2025-07-30T08:27:03.068296,31,9
srdqn,4064,7.046834805769962,4.3,1.8027756377319946,2025-07-30T08:27:04.080046,14,4
srdqn,4065,6.241539559260005,3.86,1.827676120104435,2025-07-30T08:27:05.077358,28,7
srdqn,4066,7.013609376282421,4.18,1.8296447742663056,2025-07-30T08:27:06.047824,22,4
srdqn,4067,6.787561021171657,4.15,1.8621224449536071,2025-07-30T08:27:07.025932,42,2
srdqn,4068,6.577780929478822,4.2,1.9999999999999998,2025-07-30T08:27:07.992540,67,8
srdqn,4069,5.959292831222205,3.95,1.8076227482525218,2025-07-30T08:27:08.972223,69,1
srdqn,4070,6.260179900144345,3.81,1.7927353401994395,2025-07-30T08:27:09.937423,45,5
srdqn,4071,5.923689274480484,4.31,2.0866001054346754,2025-07-30T08:27:10.906927,66,4
srdqn,4072,7.019160211345317,4.15,1.9150718002205558,2025-07-30T08:27:11.883176,45,3
srdqn,4073,4.8508924015802,3.91,1.7555341067606747,2025-07-30T08:27:12.863931,15,1
srdqn,4074,4.704511710934794,3.88,1.6809521111560553,2025-07-30T08:27:13.839884,38,9
srdqn,4075,6.731128283469101,3.96,1.7083325203250095,2025-07-30T08:27:14.817863,30,9
srdqn,4076,5.24049760527887,3.7,1.8947295321496416,2025-07-30T08:27:15.796241,61,6
srdqn,4077,5.196642312523675,3.72,1.7554486605993351,2025-07-30T08:27:16.760800,18,1
srdqn,4078,5.765120124801544,3.88,1.8126224096595518,2025-07-30T08:27:17.730920,55,2
srdqn,4079,6.98234168359149,4.32,1.7881834357805688,2025-07-30T08:27:18.700196,28,3
srdqn,4080,5.507491071576662,3.94,1.6420718620084809,2025-07-30T08:27:19.673863,38,1
srdqn,4081,6.024148856338645,3.84,1.8958902921846505,2025-07-30T08:27:20.659968,39,9
srdqn,4082,6.001720725061644,4.03,1.9259023858960247,2025-07-30T08:27:21.653467,45,5
srdqn,4083,7.087832945940656,3.88,1.8508376482014837,2025-07-30T08:27:22.643459,24,6
srdqn,4084,6.038821921212161,4.09,1.9702537907589466,2025-07-30T08:27:23.615672,56,5
srdqn,4085,6.421322265444972,4.16,1.8693314312876674,2025-07-30T08:27:24.586756,45,6
srdqn,4086,5.935407299536038,4.09,1.7441043546760613,2025-07-30T08:27:25.553525,70,10
srdqn,4087,6.015351031530728,4.1,1.8681541692269406,2025-07-30T08:27:26.521225,21,3
srdqn,4088,6.872678872268271,4.18,1.7051686133634996,2025-07-30T08:27:27.500060,32,3
srdqn,4089,6.729789231734106,4.06,1.7596590578859306,2025-07-30T08:27:28.479667,23,6
srdqn,4090,5.589059283947437,3.96,1.912694434560837,2025-07-30T08:27:29.440883,70,6
srdqn,4091,7.065798254363597,4.13,1.8743265457224896,2025-07-30T08:27:30.413791,20,2
srdqn,4092,7.031256632443771,4.04,1.8969449122207003,2025-07-30T08:27:31.392913,57,7
srdqn,4093,6.334451124291604,3.66,1.8122913673027308,2025-07-30T08:27:32.369428,58,10
srdqn,4094,5.887406059487754,3.98,1.8653685962833189,2025-07-30T08:27:33.334623,67,8
srdqn,4095,6.749610281534554,4.09,1.7668899230002983,2025-07-30T08:27:34.240428,33,7
srdqn,4096,6.367258787488035,3.84,1.7304334717058614,2025-07-30T08:27:35.200380,41,4
srdqn,4097,6.534907292967441,3.96,1.8969449122207003,2025-07-30T08:27:36.172823,65,2
srdqn,4098,6.060565847233908,4.24,1.9602040710089346,2025-07-30T08:27:37.141153,16,2
srdqn,4099,6.631944524128036,4.37,1.9321231844786708,2025-07-30T08:27:38.122244,19,9
srdqn,4100,5.711314030425711,4.06,1.8155990746858186,2025-07-30T08:27:39.105449,20,3
srdqn,4101,7.04859104005638,4.11,1.714030338121236,2025-07-30T08:27:44.449990,23,5
srdqn,4102,6.075627217888085,3.86,1.9132171857894233,2025-07-30T08:27:45.413606,24,7
srdqn,4103,4.968018107125661,3.62,1.6660132052297785,2025-07-30T08:27:46.393415,58,9
srdqn,4104,6.9617233618791055,4.22,1.792093747547823,2025-07-30T08:27:47.364560,36,7
srdqn,4105,7.422720355787856,3.85,1.6147755261955143,2025-07-30T08:27:48.351113,35,5
srdqn,4106,6.730209439066977,3.94,1.9432961688841979,2025-07-30T08:27:49.321037,57,9
srdqn,4107,5.65269543159733,4.01,2.042033300414075,2025-07-30T08:27:50.294255,41,9
srdqn,4108,5.943453412492707,3.89,1.8433393610510245,2025-07-30T08:27:51.284086,45,4
srdqn,4109,5.703873959009323,3.99,1.868127404648837,2025-07-30T08:27:52.262476,61,3
srdqn,4110,5.523090192795607,4.03,1.9670027961342607,2025-07-30T08:27:53.340873,67,7
srdqn,4111,5.461653980686465,4.15,1.7284386017443607,2025-07-30T08:27:54.331568,36,7
srdqn,4112,6.477169002800774,3.95,1.82414363469547,2025-07-30T08:27:55.290805,38,8
srdqn,4113,6.827318535435711,4.4,1.7606816861659011,2025-07-30T08:27:56.264202,56,2
srdqn,4114,5.667806265151235,4.42,1.8285513391753594,2025-07-30T08:27:57.319856,47,10
srdqn,4115,7.120776898583852,4.27,1.725427483263206,2025-07-30T08:27:58.296921,53,5
srdqn,4116,6.842578373967934,4.08,1.7701977290687048,2025-07-30T08:27:59.269170,41,2
srdqn,4117,6.893290015676362,4.01,1.8947031429751733,2025-07-30T08:28:00.250744,55,1
srdqn,4118,6.749343268302017,4.26,2.057279757349496,2025-07-30T08:28:01.223537,51,7
srdqn,4119,6.245883550567856,4.18,2.006888138387389,2025-07-30T08:28:02.202705,23,6
srdqn,4120,6.986180970808105,4.32,1.8159295140505864,2025-07-30T08:28:03.182242,57,4
srdqn,4121,7.044529390302982,4.19,1.8476742137076003,2025-07-30T08:28:04.159628,12,2
srdqn,4122,4.923427221557775,4.14,1.7263835031649253,2025-07-30T08:28:05.124171,39,9
srdqn,4123,6.657519759123361,3.74,1.905885620912231,2025-07-30T08:28:06.090910,33,5
srdqn,4124,7.485083273767423,4.11,1.6667033329300087,2025-07-30T08:28:07.061888,47,7
srdqn,4125,6.081247571611651,3.8,1.8867962264113205,2025-07-30T08:28:08.029919,47,2
srdqn,4126,6.385702722402733,3.93,1.656834330885258,2025-07-30T08:28:09.005264,17,3
srdqn,4127,7.233134460665136,3.93,1.85070256929632,2025-07-30T08:28:09.992238,20,10
srdqn,4128,6.427263761804859,4.09,1.7781732199085665,2025-07-30T08:28:10.968744,49,4
srdqn,4129,5.919813952766162,4.1,2.0371548787463363,2025-07-30T08:28:11.943853,67,4
srdqn,4130,5.974382307036997,4.25,1.7684739183827394,2025-07-30T08:28:12.923746,41,10
srdqn,4131,6.699128056001975,3.52,1.6460862674841803,2025-07-30T08:28:13.900880,32,7
srdqn,4132,5.701304281396446,4.27,1.9175765956018553,2025-07-30T08:28:14.879684,46,8
srdqn,4133,6.955365091304974,4.0,1.8110770276274832,2025-07-30T08:28:15.858704,45,5
srdqn,4134,6.68109383668079,3.79,1.8291801442176219,2025-07-30T08:28:16.842570,17,9
srdqn,4135,6.211266817338817,3.87,2.028077907773762,2025-07-30T08:28:17.820626,70,4
srdqn,4136,5.9485164398793575,3.92,1.921874085365636,2025-07-30T08:28:18.809289,13,9
srdqn,4137,6.213416877940391,4.19,1.8313656106850975,2025-07-30T08:28:19.782095,59,10
srdqn,4138,6.195940787396056,4.12,1.9762590923257002,2025-07-30T08:28:20.761342,26,4
srdqn,4139,7.29010285487003,4.23,1.8807179480187877,2025-07-30T08:28:21.737582,23,8
srdqn,4140,4.952169563246624,4.04,1.8051038751274122,2025-07-30T08:28:22.707040,25,9
srdqn,4141,5.52505319783116,4.25,1.8020821290940099,2025-07-30T08:28:23.675413,28,10
srdqn,4142,6.585639525238109,4.08,1.7758378304338491,2025-07-30T08:28:24.644824,43,5
srdqn,4143,6.693459649254014,4.1,1.857417562100671,2025-07-30T08:28:25.623017,10,9
srdqn,4144,7.036395187498668,4.16,1.98353220291479,2025-07-30T08:28:26.606033,44,4
srdqn,4145,7.3820590139989015,4.1,1.9621416870348585,2025-07-30T08:28:27.579841,41,4
srdqn,4146,7.333195860342753,4.23,1.7711860433054458,2025-07-30T08:28:28.566213,16,5
srdqn,4147,6.94412971443142,4.41,1.691715106038839,2025-07-30T08:28:29.544653,10,2
srdqn,4148,7.49702405117343,3.9,1.6703293088490065,2025-07-30T08:28:30.524656,16,7
srdqn,4149,6.1514520343944215,4.19,1.8204120412697782,2025-07-30T08:28:31.511612,60,1
srdqn,4150,5.596177689221492,3.95,1.9968725547715858,2025-07-30T08:28:32.488129,77,1
srdqn,4151,6.255834859232113,4.02,2.06871941064998,2025-07-30T08:28:33.460025,27,4
srdqn,4152,7.178449855858136,4.18,1.8888091486436633,2025-07-30T08:28:34.434113,66,4
srdqn,4153,6.617187251081455,4.0,1.7888543819998317,2025-07-30T08:28:35.402499,36,6
srdqn,4154,5.777677969982482,3.6,1.8220867158288596,2025-07-30T08:28:36.381449,43,4
