agent_type,episode,cumulative_reward,demand_mean,demand_std,timestamp,disruption_start,disruption_duration
srdqn,1001,3.334392066908314,4.11,1.999474931075656,2025-07-30T07:34:37.240838,75,2
srdqn,1002,5.9975707379719,3.83,1.8657706182701022,2025-07-30T07:34:38.348141,63,2
srdqn,1003,5.518300521977564,4.11,1.5867892109539943,2025-07-30T07:34:39.426767,35,2
srdqn,1004,7.312846296401476,4.2,1.6911534525287764,2025-07-30T07:34:40.607862,32,3
srdqn,1005,7.223770186285053,3.74,1.5787336697492709,2025-07-30T07:34:41.717290,10,4
srdqn,1006,6.323043126712128,4.23,1.719622051498526,2025-07-30T07:34:42.841078,20,6
srdqn,1007,5.012149952048869,4.22,1.9004210059878837,2025-07-30T07:34:43.909471,61,10
srdqn,1008,6.484031892799989,3.97,1.711461363864227,2025-07-30T07:34:45.009480,16,6
srdqn,1009,6.82078009954683,4.14,1.5298365925810509,2025-07-30T07:34:46.119136,19,10
srdqn,1010,5.1125797388966845,3.84,1.932459572668986,2025-07-30T07:34:47.347868,47,1
srdqn,1011,6.850099005877204,4.1,1.7233687939614089,2025-07-30T07:34:48.414850,39,4
srdqn,1012,3.6055899884283775,3.75,1.6575584454250776,2025-07-30T07:34:49.506018,29,1
srdqn,1013,6.507558793900484,4.47,1.7231076576929252,2025-07-30T07:34:50.679981,12,3
srdqn,1014,3.9295206292063347,3.59,1.7383612973142264,2025-07-30T07:34:51.771581,46,2
srdqn,1015,6.909901371669916,4.23,1.7254274832632055,2025-07-30T07:34:52.950820,29,3
srdqn,1016,5.374167902464354,3.82,1.74,2025-07-30T07:34:54.056055,50,8
srdqn,1017,5.283460979514701,3.77,1.7541664687252465,2025-07-30T07:34:55.128789,64,2
srdqn,1018,5.675464906293064,3.98,1.8054362353736007,2025-07-30T07:34:56.232479,59,8
srdqn,1019,6.200374078909363,4.0,1.5811388300841898,2025-07-30T07:34:57.338496,62,8
srdqn,1020,7.21648415257371,3.98,1.7887425751068822,2025-07-30T07:34:58.453693,67,3
srdqn,1021,7.48190409885174,4.44,1.675231327309754,2025-07-30T07:34:59.558308,45,2
srdqn,1022,5.055028848865525,3.62,1.6660132052297787,2025-07-30T07:35:00.665929,66,8
srdqn,1023,6.619521205352859,4.09,1.881993623793662,2025-07-30T07:35:01.765939,73,3
srdqn,1024,3.5085518366631567,3.73,1.7936276090649363,2025-07-30T07:35:02.846954,11,1
srdqn,1025,6.188604949338978,4.41,1.9031290024588454,2025-07-30T07:35:03.972159,55,7
srdqn,1026,6.512893219788031,4.14,1.854831528737853,2025-07-30T07:35:05.079738,65,7
srdqn,1027,4.291059907637842,3.89,1.9436820727680746,2025-07-30T07:35:06.206158,53,6
srdqn,1028,5.973380391832071,4.2,1.772004514666935,2025-07-30T07:35:07.292055,34,7
srdqn,1029,6.420639900550855,3.78,1.6587947431795174,2025-07-30T07:35:08.399481,54,1
srdqn,1030,4.97124044840757,3.89,1.8862396454321493,2025-07-30T07:35:09.508105,24,5
srdqn,1031,5.765968336600042,4.1,1.91049731745428,2025-07-30T07:35:10.602494,68,4
srdqn,1032,6.580863848644376,4.03,1.7231076576929254,2025-07-30T07:35:11.724107,76,4
