agent_type,episode,cumulative_reward,demand_mean,demand_std,timestamp,disruption_start,disruption_duration
ewa_pd70_pf10,6001,6.085601830618277,4.0,1.944222209522358,2025-07-30T14:25:56.897902,13,8
ewa_pd70_pf10,6002,6.494925838245013,4.01,1.8027479025088338,2025-07-30T14:25:57.826406,41,9
ewa_pd70_pf10,6003,7.1274090636565335,4.11,1.7600852252092793,2025-07-30T14:25:58.765997,68,8
ewa_pd70_pf10,6004,6.689587860855887,4.57,1.7790727922150906,2025-07-30T14:25:59.683672,72,6
ewa_pd70_pf10,6005,7.230978018699231,4.21,1.9661892075789655,2025-07-30T14:26:00.613925,44,6
ewa_pd70_pf10,6006,5.894117877036964,3.68,1.731357848626332,2025-07-30T14:26:01.539716,45,9
ewa_pd70_pf10,6007,8.620061100304488,3.88,1.8236227680087786,2025-07-30T14:26:02.467689,58,9
ewa_pd70_pf10,6008,7.843455074953837,3.96,1.7141761869772898,2025-07-30T14:26:03.395282,68,6
ewa_pd70_pf10,6009,7.597414148050493,4.4,1.8220867158288598,2025-07-30T14:26:04.326019,13,2
ewa_pd70_pf10,6010,7.104376064823206,4.09,1.8389942903663403,2025-07-30T14:26:05.252150,19,2
ewa_pd70_pf10,6011,7.243215098898278,3.79,1.8936472744415735,2025-07-30T14:26:06.171859,48,7
ewa_pd70_pf10,6012,6.54422606312897,4.08,1.890396783746735,2025-07-30T14:26:07.098084,14,10
ewa_pd70_pf10,6013,7.664405208999515,3.88,1.930181338631166,2025-07-30T14:26:08.023795,52,5
ewa_pd70_pf10,6014,7.772327600597572,3.95,1.8993419913222578,2025-07-30T14:26:08.949653,18,7
ewa_pd70_pf10,6015,7.3950417917669835,4.06,1.9329769786523583,2025-07-30T14:26:09.985938,56,2
ewa_pd70_pf10,6016,6.669461840137705,3.95,1.82414363469547,2025-07-30T14:26:10.936122,39,2
ewa_pd70_pf10,6017,7.849668323282715,4.16,1.8639742487491613,2025-07-30T14:26:11.853164,20,2
ewa_pd70_pf10,6018,6.64321956695834,4.29,1.8509186908127544,2025-07-30T14:26:12.753756,10,10
ewa_pd70_pf10,6019,8.840953321987815,4.04,1.8161497735594387,2025-07-30T14:26:13.696121,36,8
ewa_pd70_pf10,6020,7.662854614745905,4.13,2.018192260415246,2025-07-30T14:26:14.634692,70,8
ewa_pd70_pf10,6021,6.682274534565592,4.19,1.9271481520630425,2025-07-30T14:26:15.560612,13,5
ewa_pd70_pf10,6022,7.116099525133089,3.99,1.8465914545453739,2025-07-30T14:26:16.472852,19,9
ewa_pd70_pf10,6023,8.371939186536084,3.64,1.8682612237050793,2025-07-30T14:26:17.391102,11,10
ewa_pd70_pf10,6024,6.064280050426518,3.96,1.994592690250318,2025-07-30T14:26:18.313474,51,4
ewa_pd70_pf10,6025,8.343372325664996,4.04,1.8271288952889997,2025-07-30T14:26:19.236284,55,1
ewa_pd70_pf10,6026,7.302722963952692,3.89,1.886239645432149,2025-07-30T14:26:20.173020,48,6
ewa_pd70_pf10,6027,7.85054114208606,4.01,2.0074610830598933,2025-07-30T14:26:21.089332,53,4
ewa_pd70_pf10,6028,8.271309834424217,3.71,1.6987936896515716,2025-07-30T14:26:22.017116,69,4
ewa_pd70_pf10,6029,3.079703047517731,4.41,2.126475958011282,2025-07-30T14:26:22.958272,62,9
ewa_pd70_pf10,6030,7.33712446846365,4.17,1.7265862272125305,2025-07-30T14:26:23.878468,64,7
ewa_pd70_pf10,6031,7.473220568084654,3.95,1.941004894378167,2025-07-30T14:26:24.819265,44,10
ewa_pd70_pf10,6032,6.558235136869953,4.46,1.8189007669468942,2025-07-30T14:26:25.760682,42,3
ewa_pd70_pf10,6033,7.076430186860634,4.15,1.835074930350257,2025-07-30T14:26:26.695145,53,7
ewa_pd70_pf10,6034,7.613928721144005,3.98,1.8164801127455263,2025-07-30T14:26:27.621666,61,2
ewa_pd70_pf10,6035,8.37117976600636,3.83,1.8442071467164418,2025-07-30T14:26:28.542383,24,4
ewa_pd70_pf10,6036,7.699989154508479,3.91,1.8060730882220686,2025-07-30T14:26:29.468101,25,4
ewa_pd70_pf10,6037,8.018319735697867,4.08,1.8956792977716457,2025-07-30T14:26:30.386190,60,7
ewa_pd70_pf10,6038,7.311621394939233,4.26,2.1005713508471926,2025-07-30T14:26:31.315923,55,2
ewa_pd70_pf10,6039,5.737909853377613,4.19,1.8422540541412848,2025-07-30T14:26:32.259226,23,1
ewa_pd70_pf10,6040,7.878071881505138,4.15,1.7797471730557688,2025-07-30T14:26:33.208928,54,7
ewa_pd70_pf10,6041,8.400278662571155,4.15,1.8186533479473213,2025-07-30T14:26:34.141707,65,6
ewa_pd70_pf10,6042,6.8515754947702,4.37,1.7756970462328308,2025-07-30T14:26:35.074524,18,3
ewa_pd70_pf10,6043,8.541523849882175,4.1,1.846618531261939,2025-07-30T14:26:36.000531,52,6
ewa_pd70_pf10,6044,7.71393092306828,3.93,1.8452913049163806,2025-07-30T14:26:36.942544,12,8
ewa_pd70_pf10,6045,8.133879290974482,4.06,1.6782133356638542,2025-07-30T14:26:37.863466,33,8
ewa_pd70_pf10,6046,8.145519945838492,4.31,1.8851790365904244,2025-07-30T14:26:38.785523,33,7
ewa_pd70_pf10,6047,8.018974554297717,3.88,1.8290981384277882,2025-07-30T14:26:39.709916,75,1
ewa_pd70_pf10,6048,8.361163171454933,4.05,1.8076227482525218,2025-07-30T14:26:40.640349,75,3
